gyro_rad[0],gyro_rad[1],gyro_rad[2]
-0.115887314,-0.08335825,-0.049008638
-0.06338353,-0.07641351,0.006783679
-0.040516324,-0.0737026,0.03619889
-0.024202421,-0.079299,0.06457899
-0.020184904,-0.08388596,0.07654644
-0.009555161,-0.08614827,0.095742844
-0.015127242,-0.089070804,0.10134169
0.0042326003,-0.090998314,0.13233864
0.022766098,-0.0854648,0.16049576
0.011240572,-0.093058065,0.15358269
0.026462182,-0.09669625,0.1863823
0.020224541,-0.09631555,0.18573111
0.018490985,-0.10012689,0.19568789
0.03507428,-0.099243514,0.22514531
0.03274128,-0.10102251,0.22485921
0.024624258,-0.09617405,0.21331322
0.024566174,-0.08877364,0.20836473
0.028932303,-0.08363495,0.21230307
0.02408962,-0.09413097,0.20941305
0.031549454,-0.095932975,0.23381391
0.053285375,-0.09877862,0.25612614
0.06080553,-0.099352136,0.28036845
0.030250296,-0.09966567,0.23285389
0.020655096,-0.10049761,0.21576297
0.044591695,-0.10460226,0.24295372
-0.105917275,-0.040221855,-0.046632707
-0.061925456,-0.025711313,-0.020113401
-0.042020574,-0.02338007,-0.006974064
-0.024559021,-0.012419507,0.016324192
-0.004892513,-0.0007146448,0.03763123
-0.0010039359,0.0008081272,0.042734496
0.0038675964,0.0015135929,0.049175523
-0.004365146,-0.007180892,0.0382926
-0.0062485337,-0.003677085,0.03689705
0.007771209,0.006155193,0.055211984
0.005306542,0.0005144328,0.051577546
-0.0036588013,-0.006132461,0.0393861
-0.008073524,-0.009989642,0.03171044
0.0036830902,-0.00034432113,0.05010613
0.006820217,0.005504988,0.05894486
0.000834167,0.0012538806,0.052309357
0.0018449128,0.003163427,0.055699848
0.004742205,0.0021165386,0.051868014
-0.0022254437,-0.0061606094,0.045663677
-0.004069671,-0.0058865547,0.05046565
0.003984064,-0.0047084317,0.05293291
0.012390986,0.007178746,0.067575686
-0.00021651387,-0.0010645762,0.056514062
-0.0010521114,-0.0058257133,0.048149474
0.0009997189,0.00015415996,0.055273674
-0.09191778,-0.04201379,-0.070003
-0.0489015,-0.024183668,-0.047814254
-0.025181353,-0.013284471,-0.040429283
-0.011626363,-0.0077193975,-0.035044752
-0.0005403906,-0.0017855763,-0.029761668
0.00183101,-0.0014506206,-0.025805272
0.013019443,0.0046322197,-0.019943692
0.014320955,0.0076650083,-0.016955167
0.013390765,0.0023996234,-0.020766497
0.003986463,0.0025867447,-0.025389574
-0.001812622,0.00015703589,-0.02898286
0.00179106,0.0011689067,-0.029252216
0.0020523518,-0.0003880635,-0.028958563
0.010934189,0.0067539364,-0.025660288
0.0067918897,0.0020983666,-0.026238881
0.017214566,0.011183485,-0.021587923
0.015552118,0.0066243485,-0.02011066
0.011097789,0.0017547458,-0.02240505
0.0074605644,0.0057861432,-0.02081091
0.0018168986,0.003621772,-0.02518142
0.00053061545,0.0041726157,-0.024488084
-0.006677747,-0.0005450323,-0.030823458
0.004355043,-0.00010640919,-0.029225942
0.0010843724,-0.0019970015,-0.027184233
0.0031800717,-0.0010374486,-0.02777677
-0.06458751,-0.057551753,-0.013989598
-0.026603758,-0.05355017,0.013457358
-0.0059666485,-0.05505982,0.029330142
-0.005667925,-0.053872593,0.03043507
0.0065996796,-0.050714526,0.04185099
0.0019730031,-0.050623022,0.037476607
0.005478084,-0.05099669,0.041736655
0.0067934096,-0.053734,0.04306139
0.00993897,-0.051736236,0.050800204
0.006720215,-0.051343806,0.04886955
0.006569594,-0.05578034,0.041259818
0.01607877,-0.058379147,0.055517524
0.0117920935,-0.057574887,0.050781757
0.009856924,-0.05353629,0.054213226
0.003921002,-0.052626766,0.04912591
-0.0017881244,-0.052715614,0.040212467
0.008943021,-0.05230171,0.05456856
