gyro_rad[1],gyro_rad[2]
-0.029132457,-0.060814857
-0.02893275,-0.026251458
-0.029000662,0.0020781755
-0.03190612,0.024824254
-0.038385727,0.03356781
-0.040625535,0.028033353
-0.04573793,0.027551346
-0.043981306,0.020234756
-0.042635616,0.015148617
-0.03974721,0.019746505
-0.0344987,0.03168743
-0.03676509,0.032731242
-0.044060305,0.03226944
-0.04920094,0.030780979
-0.04579077,0.025624342
-0.042420413,0.024460427
-0.043374456,0.022357963
-0.042376094,0.030181132
-0.04371894,0.019939713
-0.045380246,0.021147646
-0.037962962,0.028820805
-0.046243187,0.027108215
-0.04254269,0.025379248
-0.037090193,0.030633591
-0.04335667,0.03304129
-0.021572996,-0.022655398
-0.009918474,0.030656591
-0.0068906583,0.04527846
0.0015390627,0.053839326
-0.0024061054,0.046891734
-0.0027417615,0.04584992
-0.0019461215,0.050790966
-0.005415812,0.05905193
-0.0049401186,0.069605365
-0.010320298,0.058872476
-0.0050185286,0.050852418
0.0003572926,0.051712543
0.0008356236,0.053290337
-0.0030425228,0.049459815
-0.0052867644,0.04292035
-0.0046591163,0.04111515
-0.005017098,0.03705795
-0.0006823391,0.053915605
-0.0048581846,0.052131772
-0.0037977807,0.040843025
-0.0055754595,0.036829785
-0.0043782145,0.044632897
-0.0017246082,0.0481883
-0.003871549,0.050150886
-0.006976776,0.054985955
-0.014215317,-0.051194206
-0.0006671436,-0.026265234
0.0011920296,-0.0150793195
0.0051502585,-0.02082748
0.013058104,-0.016351052
0.011082053,-0.02310662
0.011431005,-0.02410201
0.010079388,-0.024107493
0.007044252,-0.027833164
0.0037496723,-0.024938956
0.006513674,-0.02601321
0.006034199,-0.02553998
0.0073661692,-0.024131194
0.0061162524,-0.026063733
0.0048343726,-0.02771888
0.004244428,-0.025721937
0.009752553,-0.022405997
0.0068150386,-0.025874339
0.0037261583,-0.0259564
0.0033821687,-0.02784811
0.0026817694,-0.027819388
0.0016927235,-0.023556128
0.007189296,-0.023860864
0.0076923333,-0.023685813
0.009007607,-0.030123428
-0.043200698,0.015510939
-0.0468592,0.049433
-0.05218728,0.04633104
-0.051522817,0.04072813
-0.054024357,0.037443273
-0.05547099,0.042184643
-0.055890042,0.030773453
