gyro_rad[0],gyro_rad[1]
-0.10637848,0.0830221
-0.068149656,0.035845138
-0.045780376,0.0015674978
-0.03765531,-0.007106155
-0.025718808,-0.037868783
-0.01472269,-0.058272675
-0.0038262606,-0.055212885
0.0039035827,-0.06654473
0.010521129,-0.07760708
0.0063521564,-0.06840043
-0.0057487637,-0.055645525
-0.0067175925,-0.043372333
0.015741274,-0.05041772
0.00300017,-0.05474399
0.0028256923,-0.05292426
0.0012433827,-0.049585566
-0.010593578,-0.04474029
-0.014934838,-0.044467136
-0.0028081238,-0.040875793
-0.0069752187,-0.048625693
-0.013257846,-0.0393852
-0.013463736,-0.041788757
-0.017747134,-0.045966595
-0.00930883,-0.050288826
0.01353538,-0.07038766
-0.09664296,0.09566487
-0.045903303,0.06274387
-0.014361322,0.016190797
-0.015555039,0.016431719
0.0048965216,0.011292592
-0.0012710541,0.0023756623
0.01822567,-0.014076352
0.012507021,-0.0102838725
0.021474928,-0.019737229
0.027821511,-0.027012005
0.02023445,-0.011852965
0.035606995,-0.029549316
0.03938806,-0.027408004
0.023694888,-0.01480113
0.011525512,-0.010488391
0.019387588,-0.01897052
0.021019325,-0.015674755
0.016662002,-0.015380591
0.015879124,-0.010672599
0.028120175,-0.026586145
0.016447574,-0.01671122
0.040127844,-0.009925976
0.042068124,-0.02575314
0.027178675,-0.016942918
0.02425164,-0.015778735
-0.0699219,0.06824959
-0.022425778,0.036196038
-0.0005609989,0.011057481
0.0017756224,0.0076258183
-0.00019623339,0.0036413372
0.024164796,-0.013665751
0.018081486,-0.011785701
0.01480861,-0.0062096566
0.02334924,-0.011656329
0.014060646,-0.0017827451
0.0049536973,0.00062552094
0.028797135,-0.010399789
0.011881888,-0.00476709
0.0013962537,-0.0023553073
-0.00054846704,2.1129847e-05
0.015738502,-0.0013652295
0.015816063,-0.0064266026
0.013806656,-0.008387491
0.011416376,-0.0061128587
0.007258445,-0.0039144456
0.022197843,-0.010846138
0.019075528,-0.00902532
0.010476112,-0.007382989
0.019372717,-0.004348457
0.0029574037,0.0033687204
-0.039286844,0.009673603
-0.0035629869,-0.030623928
0.006715238,-0.04535234
0.016671896,-0.0674483
0.007060066,-0.058566555
-0.000113382936,-0.053422287
-0.0006968826,-0.05229053
-0.0019419938,-0.05232589
0.007632345,-0.06486288
0.002593875,-0.05783823
0.004843697,-0.05630362
0.0054571927,-0.058397055
-9.010732e-05,-0.055059925
-0.0012105107,-0.051044047
-0.0013405979,-0.04778695
0.0061510354,-0.06122753
0.012074396,-0.06964636
0.010482803,-0.06475569
0.0017886162,-0.056299493
-0.0030708164,-0.047906473
-0.004453227,-0.047983333
0.0047116876,-0.059732437
0.0039057732,-0.062182635
0.0022412986,-0.053675532
-0.0014544576,-0.052735
-0.029562287,0.028233714
0.007605657,-0.0068927705
0.02161102,-0.015014246
0.022434622,-0.015362874
0.02068466,-0.008673608
0.010902837,-0.005562037
0.009055719,-0.0014215633
0.0035419464,0.00090316683
0.0028005838,0.0017908812
0.00920932,-0.0020462722
0.01288192,-0.0014842972
0.0039619952,0.0035501271
0.011828542,-0.001741372
0.016650245,-0.0003682077
0.0073455125,0.0029547885
0.0069048554,0.0004381016
0.005161926,0.0033432394
0.0019768327,0.007060595
0.0019643158,0.005304016
0.0015126467,0.0023528188
0.00055138767,0.0031098202
0.008996978,-0.0042061806
0.010598913,-0.00310041
0.005717352,-0.0008203089
0.0012832731,0.0012063012
-0.019030772,-0.004354961
0.01827602,-0.047646202
0.022399768,-0.048547067
0.032376125,-0.056791462
0.024275348,-0.052414827
0.023527354,-0.04781709
0.015461847,-0.03486652
0.013731137,-0.026173152
0.0116015375,-0.025344782
0.006522,-0.021716066
0.011317208,-0.028118797
0.015516445,-0.031644665
0.01430513,-0.032800443
