gyro_rad[0],gyro_rad[2]
-0.00032589585,-0.03774418
0.0043926127,0.015326783
0.005838327,0.01898697
0.0013905019,0.026012838
0.0034693666,0.0128005445
0.012772361,0.021152183
0.008078016,0.020604685
0.0069210473,0.021498501
0.0035737418,0.017886579
0.00944341,0.029005885
0.0023976676,0.025402218
-0.0071850047,0.06096083
0.0014079846,0.044982925
0.0054899603,0.049778268
0.0063331276,0.023541585
0.0048826523,0.028968543
-0.0005177185,0.012928247
0.0068252534,0.02319716
0.0027762577,0.028644666
0.0070013404,0.0393928
-0.0016996264,0.026091754
0.010994289,0.022433177
0.0016540512,0.037946194
0.00648658,0.030326977
-0.0020250157,0.031282544
-0.018116612,0.0039088577
-0.01995451,0.049283847
-0.009727392,0.04747331
-0.0053491965,0.051034704
0.006751187,0.047209576
0.0051861815,0.045627758
0.000478819,0.054861397
0.006904157,0.043060943
0.007905519,0.045584068
0.013017243,0.033136502
0.007070048,0.05147949
3.126636e-05,0.0525243
0.005063394,0.038646087
0.0031671338,0.037781104
-0.002268497,0.03812833
0.0039838143,0.04752837
0.009170441,0.05043362
0.002026707,0.048151433
0.0042706076,0.04228209
0.0058317687,0.040707275
0.00907206,0.029924214
0.0051346384,0.045218334
0.008848712,0.039491385
-0.00059716776,0.061904714
0.010685798,0.045910686
0.0050463583,-0.049138226
0.00089563057,-0.018852822
0.0059175827,-0.015739918
0.010275317,-0.016602583
0.015732873,-0.016124293
0.016816992,-0.020112157
0.014585368,-0.023455366
0.016536823,-0.026657872
0.016790539,-0.028058589
0.013582144,-0.023863219
0.015495751,-0.017763473
0.011929404,-0.010574102
0.011490282,-0.021114
0.008661734,-0.024151094
0.012007892,-0.026020221
0.013970932,-0.023105405
0.011846069,-0.028261721
0.01300885,-0.025034286
0.011248909,-0.026810162
0.007624982,-0.027955994
0.016378457,-0.026288077
0.017710598,-0.023218736
0.014455488,-0.023617394
0.014312493,-0.02493336
0.012526909,-0.026479028
-3.510341e-05,0.0019419938
-0.0013368204,0.057637945
0.004106287,0.05752276
0.012387086,0.04738061
0.013608148,0.049323097
0.013194423,0.04497406
0.015903875,0.044833034
0.010965185,0.04052502
0.01577588,0.0454119
0.014891753,0.046556517
0.011909371,0.046942726
0.016195878,0.037124977
0.020628555,0.037891626
0.016062489,0.04112506
0.019259797,0.035918072
0.020890241,0.038728893
0.017217522,0.0397795
0.022171352,0.041551635
0.02430287,0.038055986
0.02006297,0.03770238
0.01797377,0.051320806
0.024550369,0.052124277
0.017943436,0.039987788
0.015900739,0.037885353
0.015126729,0.040697694
0.0012510233,0.0068623424
0.0029160753,0.033890992
0.008861197,0.034460783
0.014021523,0.0281187
0.014564609,0.031264648
0.016193049,0.030522883
0.017177247,0.023893535
0.017066417,0.034962848
0.019178176,0.029582977
0.019492814,0.029614776
0.020109948,0.023788318
0.019585898,0.025669187
0.016612982,0.025001168
0.015357057,0.022978827
0.017868565,0.0259794
0.019592034,0.02279213
0.017941324,0.02648805
0.01574716,0.036057934
0.025535211,0.028726354
0.021315208,0.024355307
0.02277597,0.016959801
0.02349469,0.022773445
0.027358158,0.021747291
0.021401836,0.022988796
0.020896798,0.021461278
0.0040663555,-0.010116734
0.0060775615,0.0054268986
0.010148741,0.00541085
0.01732484,0.002794519
0.016279908,0.0005466342
0.016932493,-0.0002989173
0.012466559,0.0036417693
0.024078997,-0.00463894
0.012376271,0.002893135
0.011705935,0.0027966648
0.012910191,0.0008428097
0.008253586,0.0011859238
0.010238329,0.0005490035
0.010419246,0.0048858672
0.013592863,-0.00030636787
0.014763713,-0.0009961426
0.012633147,-0.0029075593
0.016209789,-0.004857473
0.015824204,-0.0060228705
0.01488078,-0.0021638274
0.012327867,0.010176599
0.014988612,0.0024454147
0.015422791,-0.0010063797
0.013833795,0.000511691
0.015936632,0.0020553917
0.017907077,-0.028085038
0.020035148,-0.012689762
0.019103168,-0.010123879
0.023614049,-0.016566806
0.02430814,-0.01677765
0.024439154,-0.015173532
0.026166683,-0.01931344
0.02854358,-0.0214919
0.023730962,-0.021842226
0.024975568,-0.022065721
0.027153144,-0.017891109
0.027031783,-0.020731635
0.029659323,-0.021239929
0.027835935,-0.028532743
0.025911644,-0.01813174
0.026865978,-0.016888402
0.027937157,-0.03087207
0.024988607,-0.023054875
0.023032693,-0.02373591
0.024019156,-0.027074113
0.024658235,-0.023516454
0.022794448,-0.019726016
0.028969184,-0.021624446
0.02641888,-0.021380335
0.025749713,-0.020430319
0.016635088,-0.024405845
0.013449248,0.0006982386
0.0123998355,0.0075335056
0.01751236,-0.00076426566
0.018800292,-0.0021620244
0.022080958,0.0019069612
0.021314928,0.00065766275
0.019496923,-0.00025314093
0.024016483,-0.0029828995
0.024403138,-0.0005404949
0.021722434,-0.001635015
0.02025716,-0.0011068583
0.018593367,-0.004596807
0.016883064,-0.0021784008
0.018990014,-0.003382735
0.019119173,-0.0043391734
0.019754207,-0.005822271
0.020957816,-0.005541444
0.0181459,-0.002870798
0.019769913,-0.0026726946
0.020058716,-0.0040984824
0.019390032,0.0012054741
0.022099368,-0.0040451065
0.022611704,-0.006918423
0.020070063,-0.0016432106
0.01483099,-0.047141418
0.016707307,-0.034741193
0.019200424,-0.03230433
0.020664653,-0.038342588
0.020455902,-0.039469868
0.019893518,-0.036527604
0.018882323,-0.043719806
0.017585797,-0.043364957
0.019316059,-0.044340372
0.015195917,-0.038508557
0.01891462,-0.042113453
0.01818086,-0.042814434
0.017936794,-0.041101053
0.017828366,-0.039513253
0.019467382,-0.04210122
0.018166872,-0.044371836
0.019904325,-0.046961404
0.018232297,-0.04302399
0.0188178,-0.042075194
0.018267887,-0.04115583
0.021757828,-0.044198394
0.019053776,-0.04093089
0.016630573,-0.0416862
0.015675083,-0.03645198
0.018028619,-0.040611103
-0.015809003,-0.033627063
-0.023700107,-0.022305258
-0.029705249,-0.022619821
-0.032045417,-0.022321597
-0.035057552,-0.02371113
-0.029950552,-0.0247171
-0.032968774,-0.02471193
-0.03375136,-0.026890926
-0.03509579,-0.026577078
-0.036760725,-0.023565196
-0.036072895,-0.026776083
-0.03332326,-0.025179438
-0.03343972,-0.023321047
-0.03498449,-0.025401369
-0.035767764,-0.023484208
-0.033368915,-0.026116788
-0.034580626,-0.022798277
-0.031093754,-0.025075898
-0.036122307,-0.023463823
-0.031833284,-0.02578973
-0.039074115,-0.023812346
-0.041116863,-0.025730632
-0.03833942,-0.023071513
-0.036139242,-0.02706065
-0.036133915,-0.023918018
0.005950492,0.031162515
0.0072650686,0.052423313
0.009246783,0.0614668
0.009819265,0.061215818
0.017979596,0.057161435
0.013780046,0.05717881
0.014413169,0.05220884
0.01808265,0.052819267
0.018319672,0.053286478
0.013547499,0.053439558
0.015456516,0.054612383
0.014334463,0.053356647
0.008174881,0.06617713
0.010482337,0.061697945
0.011165818,0.053338543
0.008728009,0.06614278
0.012126824,0.058435827
0.014722491,0.053218022
0.012425017,0.053652003
0.0129476,0.05712098
0.012573428,0.052883
0.015311612,0.050902084
0.0121141225,0.060963184
0.011839338,0.057407856
0.013091527,0.05545844
0.021211283,-0.077470765
0.029874995,-0.08804342
0.029227108,-0.08196366
0.028907362,-0.091058135
0.032019634,-0.09512994
0.03502342,-0.10530411
0.029667664,-0.105128236
0.027735954,-0.10477556
0.03313811,-0.10762439
0.033931818,-0.1050603
0.034787383,-0.113830574
0.03195729,-0.10396358
0.03868929,-0.113954425
0.039124362,-0.10851517
0.04047057,-0.10940239
0.033533413,-0.10397546
0.031084672,-0.10656141
0.025819343,-0.1000902
0.032351606,-0.11378887
0.03435733,-0.111764684
0.038450718,-0.117372476
0.03642211,-0.10916235
0.035017025,-0.10416867
0.03652189,-0.103772074
0.040031996,-0.11044323
-0.037497073,0.020876437
-0.044370458,0.03533387
-0.04732091,0.034258336
-0.050064176,0.035601825
-0.04351718,0.030738711
-0.043262884,0.029058322
-0.048329175,0.029683053
-0.05453971,0.026600853
-0.04922688,0.0284262
-0.045139074,0.022886932
-0.04913701,0.025369704
-0.054720074,0.03130777
-0.052238196,0.024214432
-0.04591544,0.019477472
-0.051076517,0.026415423
-0.053690597,0.030719966
-0.047568083,0.026352629
-0.052367717,0.026239157
-0.04844922,0.02146037
-0.055467963,0.022650853
-0.064021386,0.024675101
-0.062370263,0.026015013
-0.05142566,0.026136443
-0.054912433,0.027408332
-0.049339727,0.026444837
-0.038688935,-0.046302736
-0.07243857,-0.043286167
-0.07621938,-0.047838405
-0.07655352,-0.055619627
-0.08075554,-0.07264766
-0.08763568,-0.067072816
-0.095905684,-0.07199612
-0.09396916,-0.06566523
-0.09823542,-0.07005373
-0.08751463,-0.06671068
-0.08327807,-0.06895843
-0.082107276,-0.0717235
-0.08037397,-0.06656549
-0.08333256,-0.061683156
-0.09075818,-0.06732315
-0.0837736,-0.06737465
-0.081560284,-0.06824364
-0.08946054,-0.06579214
-0.08857547,-0.067573324
-0.09478203,-0.0626072
-0.08501716,-0.06488336
-0.093402945,-0.07036948
-0.089763574,-0.07803157
-0.084222205,-0.06574109
-0.08272623,-0.065561146
-0.05529796,0.07085193
-0.07093382,0.10006695
-0.08035302,0.10356782
-0.091734454,0.11466976
-0.089420155,0.108482726
